date	time	sign	quote	hvol	dvol
80407	34260	1	24.64	0	400
80407	34260	2	24.63	100	100
80407	34260	3	24.62	0	100
80407	34260	4	24.6	0	200
80407	34260	5	24.57	0	100
80407	34260	6	24.56	0	18
80407	34260	7	24	40	100
80407	34260	8	23.87	0	100
80407	34260	9	23.86	0	100
80407	34260	10	23.78	0	1800
80407	34260	-1	25.04	100	0
80407	34260	-2	25.23	0	18
80407	34260	-3	25.24	100	0
80407	34260	-4	25.25	0	100
80407	34260	-5	25.39	0	100
80407	34260	-6	25.57	0	100
80407	34260	-7	25.61	0	100
80407	34260	-8	25.8	700	0
80407	34260	-9	25.81	0	100
80407	34260	-10	25.86	0	1800
80407	34320	1	24.94	100	0
80407	34320	2	24.93	100	100
80407	34320	3	24.92	0	100
80407	34320	4	24.89	0	100
80407	34320	5	24.85	100	0
80407	34320	6	24.81	0	100
80407	34320	7	24.77	0	2000
80407	34320	8	24.62	0	2200
80407	34320	9	24.57	0	100
80407	34320	10	24.56	0	18
80407	34320	-1	25.04	100	0
80407	34320	-2	25.23	0	18
80407	34320	-3	25.25	0	100
80407	34320	-4	25.34	700	0
80407	34320	-5	25.35	0	1600
80407	34320	-6	25.38	0	1400
80407	34320	-7	25.39	0	100
80407	34320	-8	25.5	0	1400
80407	34320	-9	25.57	0	100
80407	34320	-10	25.61	0	100
80407	34380	1	24.98	100	0
80407	34380	2	24.97	0	100
80407	34380	3	24.93	0	100
80407	34380	4	24.84	0	1400
80407	34380	5	24.81	0	100
80407	34380	6	24.77	0	2000
80407	34380	7	24.62	0	2200
80407	34380	8	24.57	0	100
80407	34380	9	24.53	0	500
80407	34380	10	24.48	0	1800
80407	34380	-1	25.04	100	0
80407	34380	-2	25.25	0	100
80407	34380	-3	25.34	700	0
80407	34380	-4	25.35	0	1600
80407	34380	-5	25.38	0	1400
80407	34380	-6	25.39	0	100
80407	34380	-7	25.5	0	1400
80407	34380	-8	25.57	0	100
80407	34380	-9	25.61	0	100
80407	34380	-10	25.81	0	100
80407	34440	1	24.9	0	100
80407	34440	2	24.89	0	100
80407	34440	3	24.85	0	100
80407	34440	4	24.84	0	1400
80407	34440	5	24.77	0	2000
80407	34440	6	24.71	0	900
80407	34440	7	24.62	0	2200
80407	34440	8	24.57	0	1400
80407	34440	9	24.53	0	500
80407	34440	10	24.48	0	1800
80407	34440	-1	25.03	175	0
80407	34440	-2	25.04	0	100
80407	34440	-3	25.05	0	100
80407	34440	-4	25.09	0	100
80407	34440	-5	25.25	0	100
80407	34440	-6	25.32	0	900
80407	34440	-7	25.38	0	1400
80407	34440	-8	25.39	0	100
80407	34440	-9	25.5	0	1400
80407	34440	-10	25.57	0	100
80407	34500	1	24.9	0	100
80407	34500	2	24.89	0	100
80407	34500	3	24.85	0	100
80407	34500	4	24.73	0	800
80407	34500	5	24.71	0	900
80407	34500	6	24.63	0	1000
80407	34500	7	24.62	0	2300
80407	34500	8	24.57	0	1400
80407	34500	9	24.53	0	500
80407	34500	10	24.48	0	1800
80407	34500	-1	25.03	175	0
80407	34500	-2	25.04	500	100
80407	34500	-3	25.05	0	100
80407	34500	-4	25.09	0	100
80407	34500	-5	25.21	0	900
80407	34500	-6	25.25	0	100
80407	34500	-7	25.32	0	900
80407	34500	-8	25.38	0	1400
80407	34500	-9	25.39	0	900
80407	34500	-10	25.4	0	100
80407	34560	1	24.98	0	100
80407	34560	2	24.9	0	100
80407	34560	3	24.74	0	900
80407	34560	4	24.62	0	2800
80407	34560	5	24.57	0	2000
80407	34560	6	24.53	0	500
80407	34560	7	24.48	0	1800
80407	34560	8	24.33	0	1500
80407	34560	9	24.3	0	100
80407	34560	10	24.2	0	1800
80407	34560	-1	25.01	100	100
80407	34560	-2	25.17	0	400
80407	34560	-3	25.25	0	100
80407	34560	-4	25.26	0	500
80407	34560	-5	25.28	0	500
80407	34560	-6	25.32	0	900
80407	34560	-7	25.38	0	1400
80407	34560	-8	25.39	0	900
80407	34560	-9	25.43	0	600
80407	34560	-10	25.5	0	1400
80407	34620	1	24.88	0	16
80407	34620	2	24.87	0	100
80407	34620	3	24.8	0	100
80407	34620	4	24.79	0	500
80407	34620	5	24.78	0	100
80407	34620	6	24.74	0	900
80407	34620	7	24.68	0	600
80407	34620	8	24.62	0	2800
80407	34620	9	24.57	0	1400
80407	34620	10	24.48	0	1800
80407	34620	-1	24.97	100	0
80407	34620	-2	24.98	100	0
80407	34620	-3	24.99	0	300
80407	34620	-4	25	1400	200
80407	34620	-5	25.01	0	100
80407	34620	-6	25.21	0	600
80407	34620	-7	25.25	0	100
80407	34620	-8	25.26	0	500
80407	34620	-9	25.28	0	500
80407	34620	-10	25.32	0	900
80407	34680	1	24.84	0	16
80407	34680	2	24.83	0	200
80407	34680	3	24.81	100	0
80407	34680	4	24.8	0	100
80407	34680	5	24.75	0	100
80407	34680	6	24.74	0	500
80407	34680	7	24.68	0	600
80407	34680	8	24.62	0	600
80407	34680	9	24.57	0	1400
80407	34680	10	24.5	0	600
80407	34680	-1	24.94	211	0
80407	34680	-2	24.95	0	100
80407	34680	-3	24.99	0	200
80407	34680	-4	25	1400	200
80407	34680	-5	25.01	0	100
80407	34680	-6	25.13	0	400
80407	34680	-7	25.21	0	600
80407	34680	-8	25.25	0	100
80407	34680	-9	25.26	0	500
80407	34680	-10	25.28	0	500
80407	34740	1	24.83	0	16
80407	34740	2	24.8	0	100
80407	34740	3	24.74	0	100
80407	34740	4	24.69	0	400
80407	34740	5	24.63	0	600
80407	34740	6	24.62	0	600
80407	34740	7	24.57	0	100
80407	34740	8	24.5	0	600
80407	34740	9	24.48	0	1800
80407	34740	10	24.39	0	500
80407	34740	-1	24.93	100	0
80407	34740	-2	24.94	111	100
80407	34740	-3	24.95	0	100
80407	34740	-4	24.99	0	200
80407	34740	-5	25	1400	200
80407	34740	-6	25.01	0	100
80407	34740	-7	25.07	0	600
80407	34740	-8	25.13	0	400
80407	34740	-9	25.15	0	600
80407	34740	-10	25.19	0	500
80407	34800	1	24.86	0	15
80407	34800	2	24.84	0	100
80407	34800	3	24.8	0	100
80407	34800	4	24.77	0	100
80407	34800	5	24.68	0	600
80407	34800	6	24.62	0	600
80407	34800	7	24.57	0	100
80407	34800	8	24.5	0	600
80407	34800	9	24.48	0	1800
80407	34800	10	24.4	0	600
80407	34800	-1	24.94	211	0
80407	34800	-2	24.95	0	100
80407	34800	-3	24.99	0	200
80407	34800	-4	25	1400	200
80407	34800	-5	25.01	0	100
80407	34800	-6	25.07	0	600
80407	34800	-7	25.13	0	400
80407	34800	-8	25.19	0	500
80407	34800	-9	25.21	0	600
80407	34800	-10	25.25	0	100
80407	34860	1	24.74	0	100
80407	34860	2	24.7	0	15
80407	34860	3	24.68	0	600
80407	34860	4	24.66	0	100
80407	34860	5	24.63	0	500
80407	34860	6	24.57	0	100
80407	34860	7	24.52	0	600
80407	34860	8	24.5	0	600
80407	34860	9	24.48	0	1800
80407	34860	10	24.28	0	500
80407	34860	-1	24.84	100	0
80407	34860	-2	24.85	0	100
80407	34860	-3	24.86	0	100
80407	34860	-4	24.88	0	100
80407	34860	-5	24.89	0	100
80407	34860	-6	24.91	0	100
80407	34860	-7	24.93	0	100
80407	34860	-8	25	1400	100
80407	34860	-9	25.03	0	500
80407	34860	-10	25.07	0	1200
80407	34920	1	24.66	0	15
80407	34920	2	24.61	0	100
80407	34920	3	24.6	0	700
80407	34920	4	24.58	0	500
80407	34920	5	24.57	0	200
80407	34920	6	24.52	0	600
80407	34920	7	24.4	0	700
80407	34920	8	24.28	0	500
80407	34920	9	24.12	0	1500
80407	34920	10	24	40	100
80407	34920	-1	24.76	100	0
80407	34920	-2	24.78	0	100
80407	34920	-3	24.79	0	400
80407	34920	-4	24.8	0	100
80407	34920	-5	24.95	0	600
80407	34920	-6	25	1400	100
80407	34920	-7	25.02	0	500
80407	34920	-8	25.03	0	1200
80407	34920	-9	25.07	0	1200
80407	34920	-10	25.11	0	700
80407	34980	1	24.74	0	415
80407	34980	2	24.73	0	100
80407	34980	3	24.71	0	100
80407	34980	4	24.65	0	100
80407	34980	5	24.62	0	100
80407	34980	6	24.6	0	700
80407	34980	7	24.57	0	100
80407	34980	8	24.54	0	500
80407	34980	9	24.52	0	600
80407	34980	10	24.4	0	700
80407	34980	-1	24.79	0	300
80407	34980	-2	24.94	0	100
80407	34980	-3	24.95	0	600
80407	34980	-4	24.96	0	500
80407	34980	-5	25	1400	100
80407	34980	-6	25.03	0	1200
80407	34980	-7	25.07	0	1200
80407	34980	-8	25.11	0	700
80407	34980	-9	25.13	0	400
80407	34980	-10	25.19	0	500
80407	35040	1	24.78	0	100
80407	35040	2	24.75	0	15
80407	35040	3	24.74	0	100
80407	35040	4	24.69	0	100
80407	35040	5	24.65	0	600
80407	35040	6	24.63	0	500
80407	35040	7	24.62	0	100
80407	35040	8	24.6	0	700
80407	35040	9	24.57	0	100
80407	35040	10	24.52	0	600
80407	35040	-1	24.84	500	400
80407	35040	-2	24.85	0	100
80407	35040	-3	24.88	0	100
80407	35040	-4	24.9	0	100
80407	35040	-5	25	1400	800
80407	35040	-6	25.03	0	1200
80407	35040	-7	25.07	0	1200
80407	35040	-8	25.09	0	500
80407	35040	-9	25.13	0	400
80407	35040	-10	25.18	0	500
80407	35100	1	24.81	0	15
80407	35100	2	24.79	0	100
80407	35100	3	24.72	0	700
80407	35100	4	24.66	0	500
80407	35100	5	24.65	0	600
80407	35100	6	24.62	0	100
80407	35100	7	24.6	0	700
80407	35100	8	24.59	0	500
80407	35100	9	24.57	0	100
80407	35100	10	24.52	0	600
80407	35100	-1	24.92	100	0
80407	35100	-2	24.93	111	0
80407	35100	-3	24.94	900	100
80407	35100	-4	24.97	0	300
80407	35100	-5	24.98	0	100
80407	35100	-6	24.99	0	100
80407	35100	-7	25	1400	100
80407	35100	-8	25.03	0	500
80407	35100	-9	25.07	0	600
80407	35100	-10	25.08	0	500
80407	35160	1	24.8	0	115
80407	35160	2	24.79	0	400
80407	35160	3	24.77	100	0
80407	35160	4	24.73	0	100
80407	35160	5	24.72	0	700
80407	35160	6	24.71	0	100
80407	35160	7	24.66	0	500
80407	35160	8	24.65	0	600
80407	35160	9	24.6	0	700
80407	35160	10	24.58	0	500
80407	35160	-1	24.9	100	0
80407	35160	-2	24.93	0	500
80407	35160	-3	25	1400	100
80407	35160	-4	25.03	0	500
80407	35160	-5	25.05	0	100
80407	35160	-6	25.07	0	600
80407	35160	-7	25.13	0	400
80407	35160	-8	25.18	0	500
80407	35160	-9	25.19	0	500
80407	35160	-10	25.21	0	1100
80407	35220	1	24.87	0	100
80407	35220	2	24.86	0	100
80407	35220	3	24.83	0	15
80407	35220	4	24.8	0	100
80407	35220	5	24.76	0	100
80407	35220	6	24.73	0	100
80407	35220	7	24.72	0	700
80407	35220	8	24.66	0	500
80407	35220	9	24.65	0	600
80407	35220	10	24.61	0	500
80407	35220	-1	24.91	400	100
80407	35220	-2	24.95	0	100
80407	35220	-3	24.96	0	100
80407	35220	-4	24.99	0	100
80407	35220	-5	25	1400	100
80407	35220	-6	25.03	0	500
80407	35220	-7	25.07	0	600
80407	35220	-8	25.12	0	1200
80407	35220	-9	25.13	0	400
80407	35220	-10	25.18	0	500
80407	35280	1	24.83	0	15
80407	35280	2	24.77	100	0
80407	35280	3	24.76	0	300
80407	35280	4	24.72	0	700
80407	35280	5	24.67	0	100
80407	35280	6	24.66	0	500
80407	35280	7	24.65	0	600
80407	35280	8	24.61	0	500
80407	35280	9	24.6	0	700
80407	35280	10	24.57	0	100
80407	35280	-1	24.9	111	0
80407	35280	-2	24.91	0	100
80407	35280	-3	24.95	0	100
80407	35280	-4	24.96	0	100
80407	35280	-5	24.99	0	100
80407	35280	-6	25	1600	200
80407	35280	-7	25.03	0	500
80407	35280	-8	25.04	0	500
80407	35280	-9	25.07	0	600
80407	35280	-10	25.12	0	700
80407	35340	1	24.87	0	415
80407	35340	2	24.86	0	100
80407	35340	3	24.83	0	100
80407	35340	4	24.8	0	100
80407	35340	5	24.79	100	0
80407	35340	6	24.76	0	100
80407	35340	7	24.72	0	700
80407	35340	8	24.68	0	500
80407	35340	9	24.67	0	100
80407	35340	10	24.66	0	500
80407	35340	-1	24.94	2400	100
80407	35340	-2	24.96	0	100
80407	35340	-3	24.98	2400	100
80407	35340	-4	24.99	0	100
80407	35340	-5	25	1600	200
80407	35340	-6	25.03	0	500
80407	35340	-7	25.07	0	600
80407	35340	-8	25.12	0	1200
80407	35340	-9	25.13	0	400
80407	35340	-10	25.15	0	700
80407	35400	1	24.9	0	100
80407	35400	2	24.89	0	15
80407	35400	3	24.88	0	100
80407	35400	4	24.87	0	200
80407	35400	5	24.83	0	200
80407	35400	6	24.76	0	700
80407	35400	7	24.73	0	500
80407	35400	8	24.72	0	700
80407	35400	9	24.71	0	500
80407	35400	10	24.67	0	100
80407	35400	-1	24.94	2400	100
80407	35400	-2	24.96	0	100
80407	35400	-3	24.98	2400	100
80407	35400	-4	24.99	0	100
80407	35400	-5	25	1600	200
80407	35400	-6	25.07	0	600
80407	35400	-7	25.11	0	600
80407	35400	-8	25.12	0	700
80407	35400	-9	25.13	0	900
