date	time	sign	quote	hvol	dvol
80407	34260	1	13.04	200	0
80407	34260	2	13.03	80	0
80407	34260	3	13.02	0	100
80407	34260	4	13	0	40
80407	34260	5	12.87	0	100
80407	34260	6	12.86	1350	1300
80407	34260	7	12.8	0	300
80407	34260	8	12.78	0	200
80407	34260	9	12.76	0	100
80407	34260	10	12.64	0	1500
80407	34260	-1	13.15	800	0
80407	34260	-2	13.16	0	210
80407	34260	-3	13.37	0	100
80407	34260	-4	13.38	0	100
80407	34260	-5	13.42	110	0
80407	34260	-6	13.5	0	1000
80407	34260	-7	13.53	0	100
80407	34260	-8	13.59	0	100
80407	34260	-9	13.63	0	100
80407	34260	-10	13.64	0	300
80407	34320	1	13.05	928	500
80407	34320	2	13.03	0	100
80407	34320	3	13	0	40
80407	34320	4	12.96	0	100
80407	34320	5	12.91	0	900
80407	34320	6	12.86	0	800
80407	34320	7	12.85	0	700
80407	34320	8	12.83	0	500
80407	34320	9	12.8	0	300
80407	34320	10	12.76	0	100
80407	34320	-1	13.12	400	0
80407	34320	-2	13.13	0	300
80407	34320	-3	13.16	0	210
80407	34320	-4	13.23	0	100
80407	34320	-5	13.28	0	5
80407	34320	-6	13.3	0	600
80407	34320	-7	13.32	0	800
80407	34320	-8	13.35	0	500
80407	34320	-9	13.37	0	600
80407	34320	-10	13.42	110	0
80407	34380	1	13.05	928	500
80407	34380	2	13.03	0	100
80407	34380	3	13	0	40
80407	34380	4	12.96	0	100
80407	34380	5	12.89	0	600
80407	34380	6	12.86	0	800
80407	34380	7	12.85	0	700
80407	34380	8	12.83	0	500
80407	34380	9	12.8	0	300
80407	34380	10	12.79	0	600
80407	34380	-1	13.1	900	100
80407	34380	-2	13.13	300	100
80407	34380	-3	13.16	0	210
80407	34380	-4	13.19	0	100
80407	34380	-5	13.25	0	600
80407	34380	-6	13.3	0	600
80407	34380	-7	13.32	0	800
80407	34380	-8	13.35	0	500
80407	34380	-9	13.37	0	600
80407	34380	-10	13.42	110	0
80407	34440	1	13.05	928	500
80407	34440	2	13.03	0	100
80407	34440	3	13	0	40
80407	34440	4	12.95	100	0
80407	34440	5	12.94	0	100
80407	34440	6	12.92	0	100
80407	34440	7	12.91	0	400
80407	34440	8	12.88	0	500
80407	34440	9	12.86	0	800
80407	34440	10	12.85	0	700
80407	34440	-1	13.09	0	100
80407	34440	-2	13.1	900	107
80407	34440	-3	13.13	0	100
80407	34440	-4	13.16	0	210
80407	34440	-5	13.21	0	100
80407	34440	-6	13.24	0	100
80407	34440	-7	13.25	0	600
80407	34440	-8	13.28	0	400
80407	34440	-9	13.3	0	600
80407	34440	-10	13.32	0	1200
80407	34500	1	13	0	40
80407	34500	2	12.97	100	0
80407	34500	3	12.95	728	100
80407	34500	4	12.88	0	100
80407	34500	5	12.84	0	300
80407	34500	6	12.83	0	300
80407	34500	7	12.8	0	500
80407	34500	8	12.78	0	500
80407	34500	9	12.76	0	100
80407	34500	10	12.73	0	100
80407	34500	-1	13.07	1300	0
80407	34500	-2	13.08	0	600
80407	34500	-3	13.1	400	107
80407	34500	-4	13.13	0	200
80407	34500	-5	13.15	0	100
80407	34500	-6	13.16	0	210
80407	34500	-7	13.18	0	300
80407	34500	-8	13.19	0	100
80407	34500	-9	13.22	0	100
80407	34500	-10	13.25	0	600
80407	34560	1	13.01	328	0
80407	34560	2	13	0	600
80407	34560	3	12.97	0	100
80407	34560	4	12.96	0	100
80407	34560	5	12.95	0	100
80407	34560	6	12.89	200	0
80407	34560	7	12.88	0	100
80407	34560	8	12.85	0	400
80407	34560	9	12.83	0	200
80407	34560	10	12.81	0	100
80407	34560	-1	13.03	900	0
80407	34560	-2	13.06	100	200
80407	34560	-3	13.07	0	100
80407	34560	-4	13.1	500	107
80407	34560	-5	13.13	0	100
80407	34560	-6	13.15	200	0
80407	34560	-7	13.16	0	210
80407	34560	-8	13.18	0	300
80407	34560	-9	13.22	0	100
80407	34560	-10	13.25	0	1100
80407	34620	1	13.01	328	0
80407	34620	2	13	0	600
80407	34620	3	12.97	0	100
80407	34620	4	12.96	0	100
80407	34620	5	12.95	0	100
80407	34620	6	12.89	200	200
80407	34620	7	12.88	0	100
80407	34620	8	12.87	0	200
80407	34620	9	12.85	0	300
80407	34620	10	12.83	0	200
80407	34620	-1	13.03	900	0
80407	34620	-2	13.05	100	200
80407	34620	-3	13.06	0	100
80407	34620	-4	13.07	0	100
80407	34620	-5	13.1	400	107
80407	34620	-6	13.14	200	0
80407	34620	-7	13.16	0	410
80407	34620	-8	13.17	0	100
80407	34620	-9	13.18	0	200
80407	34620	-10	13.22	0	100
80407	34680	1	13	0	100
80407	34680	2	12.97	0	100
80407	34680	3	12.9	0	100
80407	34680	4	12.89	200	200
80407	34680	5	12.88	0	100
80407	34680	6	12.87	0	200
80407	34680	7	12.85	0	200
80407	34680	8	12.83	0	400
80407	34680	9	12.8	0	300
80407	34680	10	12.78	0	500
80407	34680	-1	13.02	600	0
80407	34680	-2	13.04	0	100
80407	34680	-3	13.05	100	100
80407	34680	-4	13.07	0	100
80407	34680	-5	13.1	400	107
80407	34680	-6	13.13	200	0
80407	34680	-7	13.14	0	100
80407	34680	-8	13.16	0	510
80407	34680	-9	13.18	0	200
80407	34680	-10	13.22	0	200
80407	34740	1	13	0	100
80407	34740	2	12.97	0	100
80407	34740	3	12.92	200	0
80407	34740	4	12.9	0	100
80407	34740	5	12.89	0	200
80407	34740	6	12.88	0	100
80407	34740	7	12.87	0	200
80407	34740	8	12.85	0	200
80407	34740	9	12.84	0	200
80407	34740	10	12.83	0	300
80407	34740	-1	13.02	600	0
