date	time	sign	quote	hvol	dvol
80407	34260	1	156.58	300	0
80407	34260	2	156.57	100	0
80407	34260	3	156.55	100	0
80407	34260	4	156.54	0	100
80407	34260	5	156.49	0	100
80407	34260	6	156.48	0	100
80407	34260	7	156.47	0	400
80407	34260	8	156.35	0	100
80407	34260	9	156.31	0	100
80407	34260	10	156.3	0	100
80407	34260	-1	156.62	300	0
80407	34260	-2	156.63	379	0
80407	34260	-3	156.64	663	0
80407	34260	-4	156.66	300	0
80407	34260	-5	156.67	200	100
80407	34260	-6	156.68	0	400
80407	34260	-7	156.69	0	200
80407	34260	-8	156.7	0	100
80407	34260	-9	156.71	0	5
80407	34260	-10	156.72	0	660
80407	34320	1	156.01	300	100
80407	34320	2	156	200	9731
80407	34320	3	155.98	200	0
80407	34320	4	155.97	0	200
80407	34320	5	155.94	0	200
80407	34320	6	155.93	0	130
80407	34320	7	155.9	0	432
80407	34320	8	155.89	0	120
80407	34320	9	155.88	0	100
80407	34320	10	155.87	0	900
80407	34320	-1	156.06	371	0
80407	34320	-2	156.07	300	0
80407	34320	-3	156.08	100	100
80407	34320	-4	156.09	200	100
80407	34320	-5	156.1	100	0
80407	34320	-6	156.11	2000	100
80407	34320	-7	156.14	0	50
80407	34320	-8	156.15	0	300
80407	34320	-9	156.16	0	550
80407	34320	-10	156.18	0	1000
80407	34380	1	156	200	0
80407	34380	2	155.98	3500	200
80407	34380	3	155.97	200	0
80407	34380	4	155.96	600	100
80407	34380	5	155.94	300	0
80407	34380	6	155.93	0	600
80407	34380	7	155.91	1770	700
80407	34380	8	155.88	0	100
80407	34380	9	155.86	0	200
80407	34380	10	155.85	0	1113
80407	34380	-1	156.03	0	100
80407	34380	-2	156.04	100	0
80407	34380	-3	156.05	0	100
80407	34380	-4	156.07	400	0
80407	34380	-5	156.08	0	100
80407	34380	-6	156.1	100	100
80407	34380	-7	156.11	0	100
80407	34380	-8	156.13	0	100
80407	34380	-9	156.16	0	400
80407	34380	-10	156.17	0	100
80407	34440	1	156.33	0	100
80407	34440	2	156.31	1100	150
80407	34440	3	156.3	700	0
80407	34440	4	156.29	400	0
80407	34440	5	156.28	1100	200
80407	34440	6	156.21	0	300
80407	34440	7	156.2	0	110
80407	34440	8	156.19	0	100
80407	34440	9	156.18	0	100
80407	34440	10	156.16	0	2570
80407	34440	-1	156.34	0	100
80407	34440	-2	156.35	300	0
80407	34440	-3	156.37	0	100
80407	34440	-4	156.38	400	100
80407	34440	-5	156.39	300	500
80407	34440	-6	156.4	200	0
80407	34440	-7	156.41	0	100
80407	34440	-8	156.47	100	600
80407	34440	-9	156.5	0	1200
80407	34440	-10	156.55	100	700
80407	34500	1	156.5	500	767
80407	34500	2	156.49	0	500
80407	34500	3	156.48	200	0
80407	34500	4	156.47	100	100
80407	34500	5	156.46	0	100
80407	34500	6	156.42	0	80
80407	34500	7	156.4	0	580
80407	34500	8	156.38	0	120
80407	34500	9	156.37	0	100
80407	34500	10	156.36	0	100
80407	34500	-1	156.54	0	100
80407	34500	-2	156.55	100	0
80407	34500	-3	156.56	400	200
80407	34500	-4	156.57	0	200
80407	34500	-5	156.58	100	464
80407	34500	-6	156.59	275	300
80407	34500	-7	156.6	100	400
80407	34500	-8	156.63	0	2300
80407	34500	-9	156.64	0	100
80407	34500	-10	156.65	0	5
80407	34560	1	156.44	2000	0
80407	34560	2	156.43	0	100
80407	34560	3	156.42	300	300
80407	34560	4	156.41	400	600
80407	34560	5	156.4	200	1100
80407	34560	6	156.39	0	300
80407	34560	7	156.36	0	250
80407	34560	8	156.35	0	5000
80407	34560	9	156.33	0	100
80407	34560	10	156.3	0	324
80407	34560	-1	156.45	835	0
80407	34560	-2	156.46	100	0
80407	34560	-3	156.47	100	0
80407	34560	-4	156.48	300	100
80407	34560	-5	156.49	500	5
80407	34560	-6	156.5	0	17406
80407	34560	-7	156.51	100	0
80407	34560	-8	156.52	0	501
80407	34560	-9	156.55	0	1205
80407	34560	-10	156.58	0	564
80407	34620	1	155.99	100	0
80407	34620	2	155.97	100	0
80407	34620	3	155.96	200	350
80407	34620	4	155.95	800	56
80407	34620	5	155.94	0	200
80407	34620	6	155.92	800	0
80407	34620	7	155.91	200	500
80407	34620	8	155.9	0	3650
80407	34620	9	155.88	0	1000
80407	34620	10	155.85	100	313
80407	34620	-1	156	0	100
80407	34620	-2	156.01	400	100
80407	34620	-3	156.04	300	0
80407	34620	-4	156.05	0	100
80407	34620	-5	156.13	0	100
80407	34620	-6	156.15	100	0
80407	34620	-7	156.16	0	200
80407	34620	-8	156.19	100	0
80407	34620	-9	156.2	0	50
80407	34620	-10	156.21	0	400
80407	34680	1	155.97	200	0
80407	34680	2	155.96	500	0
80407	34680	3	155.95	0	300
80407	34680	4	155.94	300	0
80407	34680	5	155.93	0	200
80407	34680	6	155.92	100	100
80407	34680	7	155.91	100	200
80407	34680	8	155.9	0	1000
80407	34680	9	155.89	0	100
80407	34680	10	155.85	0	100
80407	34680	-1	155.99	100	200
80407	34680	-2	156	400	25
80407	34680	-3	156.01	0	100
80407	34680	-4	156.02	100	100
80407	34680	-5	156.08	100	0
80407	34680	-6	156.09	0	100
80407	34680	-7	156.1	0	500
80407	34680	-8	156.12	0	100
80407	34680	-9	156.14	0	900
80407	34680	-10	156.15	0	100
80407	34740	1	156.03	4574	150
80407	34740	2	156.02	200	100
80407	34740	3	156.01	300	0
80407	34740	4	156	0	500
80407	34740	5	155.99	100	0
80407	34740	6	155.98	0	400
80407	34740	7	155.97	0	200
80407	34740	8	155.91	0	200
80407	34740	9	155.9	0	5100
80407	34740	10	155.89	0	300
80407	34740	-1	156.05	0	300
80407	34740	-2	156.06	100	0
80407	34740	-3	156.07	200	200
80407	34740	-4	156.08	0	308
80407	34740	-5	156.09	400	0
80407	34740	-6	156.1	100	0
80407	34740	-7	156.11	0	100
80407	34740	-8	156.14	100	0
80407	34740	-9	156.15	0	100
80407	34740	-10	156.2	100	100
80407	34800	1	155.97	459	200
80407	34800	2	155.96	600	100
80407	34800	3	155.95	0	100
80407	34800	4	155.91	300	0
80407	34800	5	155.9	0	400
80407	34800	6	155.89	0	1200
80407	34800	7	155.88	700	100
80407	34800	8	155.87	500	100
80407	34800	9	155.85	0	500
80407	34800	10	155.84	100	100
80407	34800	-1	156	0	100
80407	34800	-2	156.01	0	705
80407	34800	-3	156.02	700	0
80407	34800	-4	156.03	0	100
80407	34800	-5	156.04	100	0
80407	34800	-6	156.05	100	0
80407	34800	-7	156.06	0	100
80407	34800	-8	156.1	0	100
80407	34800	-9	156.14	0	1300
80407	34800	-10	156.2	0	500
80407	34860	1	155.49	200	0
80407	34860	2	155.45	1500	100
80407	34860	3	155.44	400	300
80407	34860	4	155.43	200	100
80407	34860	5	155.42	0	100
80407	34860	6	155.41	0	100
80407	34860	7	155.4	500	2740
80407	34860	8	155.39	0	10
80407	34860	9	155.37	0	100
80407	34860	10	155.36	0	200
80407	34860	-1	155.51	300	300
80407	34860	-2	155.52	796	400
80407	34860	-3	155.53	100	100
80407	34860	-4	155.54	100	300
80407	34860	-5	155.59	100	100
80407	34860	-6	155.6	0	300
80407	34860	-7	155.61	0	200
80407	34860	-8	155.64	0	100
80407	34860	-9	155.65	0	100
80407	34860	-10	155.66	0	100
80407	34920	1	155.68	200	300
80407	34920	2	155.67	700	500
80407	34920	3	155.66	211	100
80407	34920	4	155.65	200	100
80407	34920	5	155.64	200	271
80407	34920	6	155.63	0	100
80407	34920	7	155.61	0	100
80407	34920	8	155.6	2406	600
80407	34920	9	155.55	0	1002
80407	34920	10	155.52	0	100
80407	34920	-1	155.7	0	100
80407	34920	-2	155.71	100	300
80407	34920	-3	155.72	400	100
80407	34920	-4	155.73	0	200
80407	34920	-5	155.74	200	0
80407	34920	-6	155.75	0	100
80407	34920	-7	155.77	0	500
80407	34920	-8	155.81	0	100
80407	34920	-9	155.82	0	100
80407	34920	-10	155.83	100	0
80407	34980	1	155.54	200	250
80407	34980	2	155.53	100	369
80407	34980	3	155.52	400	0
80407	34980	4	155.51	100	377
80407	34980	5	155.5	0	1200
80407	34980	6	155.47	100	0
80407	34980	7	155.46	0	100
80407	34980	8	155.45	100	460
80407	34980	9	155.43	0	100
80407	34980	10	155.41	100	900
80407	34980	-1	155.57	100	50
80407	34980	-2	155.58	500	100
80407	34980	-3	155.59	400	177
80407	34980	-4	155.6	100	800
80407	34980	-5	155.61	200	100
80407	34980	-6	155.62	0	200
80407	34980	-7	155.69	0	200
80407	34980	-8	155.7	100	2600
80407	34980	-9	155.71	0	100
80407	34980	-10	155.74	0	800
80407	35040	1	155.94	200	400
80407	35040	2	155.93	400	0
80407	35040	3	155.92	500	100
80407	35040	4	155.91	300	100
80407	35040	5	155.89	400	0
80407	35040	6	155.87	100	0
80407	35040	7	155.86	600	200
80407	35040	8	155.82	0	100
80407	35040	9	155.81	100	1100
80407	35040	10	155.8	21399	800
80407	35040	-1	155.98	556	200
80407	35040	-2	155.99	400	0
80407	35040	-3	156	400	0
80407	35040	-4	156.04	468	0
80407	35040	-5	156.05	100	100
80407	35040	-6	156.09	0	600
80407	35040	-7	156.1	0	1250
