day	time	vol	price	buysell	ask	bid
1	34203.86	136	7.89	-1	7.89	7.88
1	34209.62	63	7.89	-1	7.89	7.88
1	34249.04	131	7.89	1	7.89	7.88
1	34249.04	37	7.89	1	7.89	7.88
1	34259.18	100	7.88	-1	7.89	7.88
1	34259.18	300	7.88	-1	7.89	7.88
1	34272.61	100	7.89	1	7.89	7.88
1	34362.08	100	7.88	-1	7.89	7.88
1	34397.22	100	7.89	1	7.89	7.88
1	34431.04	100	7.89	1	7.89	7.88
1	34517.23	100	7.89	1	7.89	7.88
1	34525.59	100	7.89	1	7.89	7.88
1	34533.99	100	7.89	1	7.89	7.88
1	34534.76	100	7.89	1	7.89	7.88
1	34534.76	100	7.89	1	7.89	7.88
1	34534.76	100	7.89	1	7.89	7.88
1	34534.76	100	7.89	1	7.89	7.88
1	34534.76	100	7.89	1	7.89	7.88
1	34534.76	100	7.89	1	7.89	7.88
1	34534.76	100	7.89	1	7.89	7.88
1	34537.94	200	7.9	1	7.9	7.9
1	34537.94	86	7.9	1	7.9	7.9
1	34660.23	100	7.905	1	7.91	7.9
1	34721.34	100	7.905	1	7.91	7.9
1	34722.09	100	7.9	-1	7.91	7.9
1	34730.71	100	7.9	-1	7.91	7.9
1	34793.67	100	7.905	1	7.91	7.9
1	34866.63	100	7.9	-1	7.91	7.9
1	34866.63	100	7.9	-1	7.91	7.9
1	34866.63	100	7.9	-1	7.91	7.9
1	34866.63	100	7.9	-1	7.91	7.9
1	34866.63	100	7.9	-1	7.91	7.9
1	34866.63	100	7.9	-1	7.91	7.9
1	34866.63	100	7.9	-1	7.91	7.9
1	34866.63	100	7.9	-1	7.91	7.9
1	34866.63	100	7.9	-1	7.91	7.9
1	34866.63	100	7.9	-1	7.91	7.9
1	34866.63	100	7.9	-1	7.91	7.9
1	34866.63	100	7.9	-1	7.91	7.9
1	34866.63	100	7.9	-1	7.91	7.9
1	34866.63	100	7.9	-1	7.91	7.9
1	34866.63	100	7.9	-1	7.91	7.9
1	34866.63	100	7.9	-1	7.91	7.9
1	34866.63	1114	7.9	-1	7.91	7.9
1	34866.63	1300	7.9	-1	7.91	7.9
1	34866.63	1300	7.9	-1	7.91	7.9
1	34866.63	200	7.9	-1	7.91	7.9
1	34866.63	800	7.9	-1	7.91	7.9
1	34866.63	86	7.9	-1	7.91	7.9
1	34866.63	100	7.9	-1	7.91	7.9
1	34866.63	100	7.9	-1	7.91	7.9
1	34866.63	500	7.9	-1	7.91	7.9
1	34866.63	100	7.9	-1	7.91	7.9
1	34866.63	100	7.9	-1	7.91	7.9
1	34866.64	100	7.9	-1	7.91	7.9
1	34928.34	100	7.905	1	7.91	7.9
1	34937.16	100	7.905	1	7.91	7.9
1	34948.41	100	7.9	-1	7.91	7.9
1	34965.83	44	7.905	1	7.91	7.9
1	34979.55	100	7.9	-1	7.91	7.9
