date	time	sign	quote	hvol	dvol
80407	34260	1	16.78	100	0
80407	34260	2	16.77	0	500
80407	34260	3	16.75	964	100
80407	34260	4	16.74	100	0
80407	34260	5	16.71	0	200
80407	34260	6	16.7	0	180
80407	34260	7	16.67	0	1470
80407	34260	8	16.65	300	1188
80407	34260	9	16.63	0	1000
80407	34260	10	16.6	0	2895
80407	34260	-1	16.84	200	0
80407	34260	-2	16.85	0	255
80407	34260	-3	16.89	100	2100
80407	34260	-4	16.9	0	800
80407	34260	-5	16.93	300	0
80407	34260	-6	16.95	0	500
80407	34260	-7	16.96	0	500
80407	34260	-8	16.99	0	100
80407	34260	-9	17	0	14340
80407	34260	-10	17.02	0	600
80407	34320	1	16.76	185	0
80407	34320	2	16.75	964	100
80407	34320	3	16.74	100	0
80407	34320	4	16.72	0	100
80407	34320	5	16.71	0	200
80407	34320	6	16.7	0	100
80407	34320	7	16.67	0	1470
80407	34320	8	16.65	0	1188
80407	34320	9	16.63	0	1000
80407	34320	10	16.6	0	2895
80407	34320	-1	16.83	100	0
80407	34320	-2	16.84	1100	700
80407	34320	-3	16.85	0	100
80407	34320	-4	16.89	100	2100
80407	34320	-5	16.9	0	800
80407	34320	-6	16.93	300	0
80407	34320	-7	16.95	0	500
80407	34320	-8	16.96	0	500
80407	34320	-9	16.99	0	100
80407	34320	-10	17	0	13940
80407	34380	1	16.8	0	1000
80407	34380	2	16.78	100	0
80407	34380	3	16.76	0	100
80407	34380	4	16.75	964	100
80407	34380	5	16.73	0	300
80407	34380	6	16.71	0	200
80407	34380	7	16.7	0	200
80407	34380	8	16.67	0	800
80407	34380	9	16.65	0	1188
80407	34380	10	16.63	0	1000
80407	34380	-1	16.82	100	300
80407	34380	-2	16.88	0	100
80407	34380	-3	16.89	100	2100
80407	34380	-4	16.9	0	1000
80407	34380	-5	16.93	0	200
80407	34380	-6	16.95	0	500
80407	34380	-7	16.96	0	500
80407	34380	-8	16.99	0	100
80407	34380	-9	17	0	13190
80407	34380	-10	17.02	0	600
80407	34440	1	16.8	0	900
80407	34440	2	16.79	100	0
80407	34440	3	16.76	0	200
80407	34440	4	16.75	964	300
80407	34440	5	16.73	0	200
80407	34440	6	16.71	0	200
80407	34440	7	16.65	0	1188
80407	34440	8	16.63	0	1000
80407	34440	9	16.6	0	2895
80407	34440	10	16.55	0	120
80407	34440	-1	16.82	100	300
80407	34440	-2	16.86	0	100
80407	34440	-3	16.88	0	200
80407	34440	-4	16.89	0	2100
80407	34440	-5	16.9	0	1000
80407	34440	-6	16.95	0	500
80407	34440	-7	16.96	0	500
80407	34440	-8	16.99	0	100
80407	34440	-9	17	0	11639
80407	34440	-10	17.02	0	600
80407	34500	1	16.75	964	100
80407	34500	2	16.74	100	0
80407	34500	3	16.73	0	100
80407	34500	4	16.72	0	200
80407	34500	5	16.71	0	300
80407	34500	6	16.7	0	200
80407	34500	7	16.65	0	1188
80407	34500	8	16.63	0	1000
80407	34500	9	16.6	0	2895
80407	34500	10	16.55	0	120
80407	34500	-1	16.79	2290	0
80407	34500	-2	16.8	300	200
80407	34500	-3	16.82	0	200
80407	34500	-4	16.83	0	100
80407	34500	-5	16.84	0	100
80407	34500	-6	16.85	0	100
80407	34500	-7	16.89	0	2100
80407	34500	-8	16.9	0	800
80407	34500	-9	16.95	0	500
80407	34500	-10	16.96	0	500
80407	34560	1	16.75	464	100
80407	34560	2	16.74	100	0
80407	34560	3	16.73	400	300
80407	34560	4	16.72	0	100
80407	34560	5	16.71	0	300
80407	34560	6	16.7	0	900
80407	34560	7	16.65	0	1188
80407	34560	8	16.63	0	1000
80407	34560	9	16.6	0	2395
80407	34560	10	16.56	1000	1100
80407	34560	-1	16.76	1000	50
80407	34560	-2	16.77	100	100
80407	34560	-3	16.78	90	100
80407	34560	-4	16.81	0	300
80407	34560	-5	16.83	0	200
80407	34560	-6	16.89	0	2100
80407	34560	-7	16.9	0	800
80407	34560	-8	16.95	0	500
80407	34560	-9	16.96	1000	1500
80407	34560	-10	16.99	0	100
80407	34620	1	16.71	0	1300
80407	34620	2	16.7	100	600
80407	34620	3	16.69	0	100
80407	34620	4	16.68	0	100
80407	34620	5	16.67	0	200
80407	34620	6	16.66	0	100
80407	34620	7	16.65	0	1288
80407	34620	8	16.63	0	1000
80407	34620	9	16.6	0	2395
80407	34620	10	16.58	1000	1000
80407	34620	-1	16.73	100	100
80407	34620	-2	16.74	100	200
80407	34620	-3	16.75	0	100
80407	34620	-4	16.76	0	100
80407	34620	-5	16.77	0	300
80407	34620	-6	16.78	0	100
80407	34620	-7	16.79	0	100
80407	34620	-8	16.89	0	2100
80407	34620	-9	16.9	1000	1800
80407	34620	-10	16.95	0	500
80407	34680	1	16.75	60	100
80407	34680	2	16.73	0	300
80407	34680	3	16.71	0	200
80407	34680	4	16.7	0	500
80407	34680	5	16.65	0	1038
80407	34680	6	16.63	0	1000
80407	34680	7	16.6	0	2395
80407	34680	8	16.58	1000	1000
80407	34680	9	16.56	0	100
80407	34680	10	16.55	0	120
80407	34680	-1	16.77	465	201
80407	34680	-2	16.79	100	0
80407	34680	-3	16.8	0	200
80407	34680	-4	16.81	0	200
80407	34680	-5	16.82	0	200
80407	34680	-6	16.89	0	2100
80407	34680	-7	16.9	1000	1800
80407	34680	-8	16.95	0	500
80407	34680	-9	16.96	0	500
80407	34680	-10	16.99	0	100
80407	34740	1	16.76	100	0
80407	34740	2	16.75	0	100
80407	34740	3	16.74	0	300
80407	34740	4	16.73	0	200
80407	34740	5	16.71	0	100
80407	34740	6	16.7	0	500
80407	34740	7	16.65	0	1038
80407	34740	8	16.63	0	1000
80407	34740	9	16.6	1000	3395
80407	34740	10	16.56	0	100
80407	34740	-1	16.79	250	300
80407	34740	-2	16.8	100	300
80407	34740	-3	16.81	0	200
80407	34740	-4	16.83	0	300
80407	34740	-5	16.89	0	2100
80407	34740	-6	16.9	0	800
80407	34740	-7	16.95	0	500
80407	34740	-8	16.96	1000	1500
80407	34740	-9	16.97	0	100
80407	34740	-10	16.99	0	100
80407	34800	1	16.78	0	100
80407	34800	2	16.77	100	0
80407	34800	3	16.76	0	100
80407	34800	4	16.75	0	200
80407	34800	5	16.74	0	100
80407	34800	6	16.73	0	300
80407	34800	7	16.7	0	500
80407	34800	8	16.65	0	1038
80407	34800	9	16.63	1000	2000
80407	34800	10	16.6	0	2395
80407	34800	-1	16.8	100	100
80407	34800	-2	16.81	0	200
80407	34800	-3	16.82	0	100
80407	34800	-4	16.84	0	200
80407	34800	-5	16.85	0	100
80407	34800	-6	16.89	0	2100
80407	34800	-7	16.9	0	800
80407	34800	-8	16.93	1000	1000
80407	34800	-9	16.95	0	500
80407	34800	-10	16.96	0	500
80407	34860	1	16.76	150	400
80407	34860	2	16.75	0	200
80407	34860	3	16.74	0	100
80407	34860	4	16.73	0	100
80407	34860	5	16.71	0	100
80407	34860	6	16.7	0	500
80407	34860	7	16.65	0	1038
80407	34860	8	16.63	1000	2000
80407	34860	9	16.6	0	2395
80407	34860	10	16.56	0	100
80407	34860	-1	16.79	100	200
80407	34860	-2	16.82	100	300
80407	34860	-3	16.83	0	100
80407	34860	-4	16.84	0	200
80407	34860	-5	16.89	0	2100
80407	34860	-6	16.9	0	800
80407	34860	-7	16.93	1000	1000
80407	34860	-8	16.95	0	500
80407	34860	-9	16.96	0	500
80407	34860	-10	16.97	0	100
80407	34920	1	16.8	350	0
80407	34920	2	16.79	100	200
80407	34920	3	16.78	0	200
80407	34920	4	16.77	0	100
80407	34920	5	16.75	0	300
80407	34920	6	16.7	0	500
80407	34920	7	16.65	1000	2038
80407	34920	8	16.63	0	1000
80407	34920	9	16.6	0	2395
80407	34920	10	16.56	0	100
80407	34920	-1	16.83	100	0
80407	34920	-2	16.84	0	200
80407	34920	-3	16.85	0	200
80407	34920	-4	16.87	0	200
80407	34920	-5	16.89	0	2100
80407	34920	-6	16.9	0	800
80407	34920	-7	16.93	1000	1000
80407	34920	-8	16.95	0	500
80407	34920	-9	16.96	0	500
80407	34920	-10	16.97	0	100
80407	34980	1	16.79	350	0
80407	34980	2	16.78	100	100
80407	34980	3	16.77	0	300
80407	34980	4	16.76	0	100
80407	34980	5	16.75	0	300
80407	34980	6	16.74	0	100
80407	34980	7	16.7	0	500
80407	34980	8	16.67	200	100
80407	34980	9	16.65	1000	1988
80407	34980	10	16.63	0	1000
80407	34980	-1	16.82	100	500
80407	34980	-2	16.83	0	200
80407	34980	-3	16.84	0	300
80407	34980	-4	16.86	0	400
80407	34980	-5	16.89	0	2100
80407	34980	-6	16.9	0	500
80407	34980	-7	16.93	1000	1000
80407	34980	-8	16.95	0	500
80407	34980	-9	16.96	0	500
80407	34980	-10	16.97	0	100
80407	35040	1	16.78	100	250
80407	35040	2	16.77	0	100
80407	35040	3	16.76	0	200
80407	35040	4	16.75	0	300
80407	35040	5	16.74	0	100
80407	35040	6	16.7	0	500
80407	35040	7	16.67	200	100
