date	time	sign	quote	hvol	dvol
80407	34260	1	12.32	0	200
80407	34260	2	12.28	0	3400
80407	34260	3	12.27	100	0
80407	34260	4	12.26	0	400
80407	34260	5	12.25	0	2200
80407	34260	6	12.24	0	3000
80407	34260	7	12.21	0	500
80407	34260	8	12.2	0	1025
80407	34260	9	12.19	0	17
80407	34260	10	12.12	0	500
80407	34260	-1	12.44	0	300
80407	34260	-2	12.45	400	100
80407	34260	-3	12.48	100	100
80407	34260	-4	12.5	0	300
80407	34260	-5	12.55	0	4000
80407	34260	-6	12.56	0	17
80407	34260	-7	12.6	0	6000
80407	34260	-8	12.69	0	1700
80407	34260	-9	12.7	0	2552
80407	34260	-10	12.72	0	300
80407	34320	1	12.31	0	200
80407	34320	2	12.29	100	0
80407	34320	3	12.28	0	3200
80407	34320	4	12.27	0	100
80407	34320	5	12.26	0	400
80407	34320	6	12.25	0	2200
80407	34320	7	12.24	0	3000
80407	34320	8	12.22	0	1700
80407	34320	9	12.21	0	500
80407	34320	10	12.2	0	1025
80407	34320	-1	12.37	0	400
80407	34320	-2	12.38	0	200
80407	34320	-3	12.4	0	200
80407	34320	-4	12.41	0	100
80407	34320	-5	12.43	100	300
80407	34320	-6	12.44	0	100
80407	34320	-7	12.48	0	100
80407	34320	-8	12.49	0	1800
80407	34320	-9	12.5	0	300
80407	34320	-10	12.55	0	4017
80407	34380	1	12.31	0	100
80407	34380	2	12.29	100	0
80407	34380	3	12.28	0	3300
80407	34380	4	12.27	0	200
80407	34380	5	12.26	0	400
80407	34380	6	12.25	0	200
80407	34380	7	12.24	0	3100
80407	34380	8	12.21	0	500
80407	34380	9	12.2	0	1025
80407	34380	10	12.19	0	1600
80407	34380	-1	12.33	200	0
80407	34380	-2	12.34	0	100
80407	34380	-3	12.35	100	300
80407	34380	-4	12.36	0	100
80407	34380	-5	12.37	0	100
80407	34380	-6	12.38	0	100
80407	34380	-7	12.39	0	100
80407	34380	-8	12.4	0	300
80407	34380	-9	12.43	0	200
80407	34380	-10	12.44	0	1400
80407	34440	1	12.31	0	200
80407	34440	2	12.3	0	100
80407	34440	3	12.29	100	200
80407	34440	4	12.28	0	3300
80407	34440	5	12.27	0	300
80407	34440	6	12.26	0	600
80407	34440	7	12.25	0	200
80407	34440	8	12.24	0	3000
80407	34440	9	12.21	0	1400
80407	34440	10	12.2	0	1025
80407	34440	-1	12.34	0	100
80407	34440	-2	12.35	100	300
80407	34440	-3	12.36	0	100
80407	34440	-4	12.37	0	100
